index,neg,neu,pos,compound
718,0.0,1.0,0.0,0.0
719,0.112,0.511,0.377,0.8338
720,0.076,0.618,0.306,0.8757
721,0.0,1.0,0.0,0.0
722,0.163,0.73,0.108,-0.5942
723,0.334,0.604,0.062,-0.9458
724,0.0,1.0,0.0,0.0
725,0.0,0.913,0.087,0.4329
726,0.181,0.742,0.076,-0.7263
727,0.154,0.846,0.0,-0.694
728,0.0,0.912,0.088,0.4019
729,0.0,0.794,0.206,0.7937
730,0.376,0.561,0.063,-0.9576
731,0.363,0.566,0.071,-0.9618
732,0.05,0.732,0.217,0.743
733,0.195,0.805,0.0,-0.5632
734,0.189,0.74,0.071,-0.743
735,0.284,0.528,0.188,-0.7096
736,0.214,0.786,0.0,-0.7184
737,0.141,0.594,0.265,0.7423
738,0.0,0.935,0.065,0.2023
739,0.046,0.886,0.068,0.25
740,0.126,0.764,0.11,-0.1689
741,0.178,0.822,0.0,-0.6738
742,0.137,0.784,0.079,-0.6428
743,0.0,0.634,0.366,0.9022
744,0.159,0.712,0.129,-0.1776
745,0.302,0.618,0.08,-0.8381
746,0.051,0.853,0.097,0.4588
747,0.301,0.657,0.042,-0.8165
748,0.199,0.672,0.129,-0.5423
749,0.069,0.855,0.076,0.0516
750,0.058,0.859,0.083,0.25
751,0.264,0.517,0.219,-0.6486
752,0.129,0.643,0.229,0.3612
753,0.0,1.0,0.0,0.0
754,0.035,0.858,0.107,0.4678
755,0.141,0.751,0.108,-0.3595
756,0.0,1.0,0.0,0.0
757,0.0,0.832,0.168,0.4973
758,0.484,0.252,0.264,-0.7897
759,0.031,0.842,0.127,0.7298
760,0.106,0.72,0.174,0.2431
761,0.125,0.875,0.0,-0.6124
762,0.145,0.688,0.167,0.0516
763,0.263,0.737,0.0,-0.3612
764,0.154,0.693,0.154,0.0
765,0.061,0.727,0.212,0.7351
766,0.22,0.714,0.067,-0.7537
767,0.0,0.688,0.312,0.8232
768,0.0,0.835,0.165,0.7845
769,0.07,0.772,0.158,0.3818
770,0.234,0.704,0.061,-0.9063
771,0.173,0.754,0.074,-0.6208
772,0.093,0.797,0.11,-0.0516
773,0.182,0.818,0.0,-0.69
774,0.068,0.752,0.18,0.6808
775,0.158,0.818,0.024,-0.8126
776,0.187,0.662,0.151,-0.2263
777,0.266,0.545,0.189,-0.7269
778,0.0,0.792,0.208,0.7845
779,0.529,0.471,0.0,-0.6696
780,0.194,0.806,0.0,-0.7506
781,0.0,0.872,0.128,0.4199
782,0.388,0.612,0.0,-0.8591
783,0.0,1.0,0.0,0.0
784,0.0,0.719,0.281,0.8979
785,0.329,0.549,0.121,-0.7351
786,0.0,1.0,0.0,0.0
787,0.254,0.746,0.0,-0.8805
788,0.262,0.695,0.044,-0.9258
789,0.375,0.625,0.0,-0.7003
790,0.492,0.508,0.0,-0.4404
791,0.0,0.889,0.111,0.4118
792,0.066,0.72,0.213,0.7269
793,0.0,1.0,0.0,0.0
794,0.08,0.92,0.0,-0.1139
795,0.0,1.0,0.0,0.0
796,0.126,0.724,0.15,0.3304
797,0.0,0.92,0.08,0.5553
798,0.0,1.0,0.0,0.0
799,0.394,0.606,0.0,-0.5994
800,0.0,0.698,0.302,0.3818
801,0.083,0.766,0.151,0.34
802,0.295,0.644,0.06,-0.9062
803,0.135,0.699,0.166,0.0516
804,0.102,0.767,0.131,0.1181
805,0.227,0.515,0.258,0.0772
806,0.233,0.767,0.0,-0.8176
807,0.286,0.714,0.0,-0.5574
808,0.185,0.709,0.106,-0.7096
809,0.064,0.769,0.166,0.5994
810,0.199,0.708,0.093,-0.567
811,0.129,0.619,0.252,0.3818
812,0.108,0.681,0.212,0.629
813,0.0,0.646,0.354,0.9716
814,0.0,0.804,0.196,0.296
815,0.062,0.77,0.168,0.5264
816,0.327,0.673,0.0,-0.9476
817,0.336,0.566,0.098,-0.9326
818,0.159,0.841,0.0,-0.7398
819,0.163,0.769,0.068,-0.4784
820,0.159,0.685,0.156,-0.0426
821,0.123,0.877,0.0,-0.5423
822,0.225,0.676,0.099,-0.6369
823,0.217,0.646,0.137,-0.5734
824,0.266,0.734,0.0,-0.6908
825,0.114,0.886,0.0,-0.5423
826,0.403,0.597,0.0,-0.4019
827,0.129,0.822,0.049,-0.4404
828,0.108,0.892,0.0,-0.4588
829,0.146,0.743,0.111,-0.0772
830,0.105,0.895,0.0,-0.3804
831,0.207,0.793,0.0,-0.7772
832,0.263,0.737,0.0,-0.3612
833,0.126,0.658,0.216,0.7239
834,0.121,0.824,0.056,-0.4445
835,0.25,0.75,0.0,-0.6124
836,0.177,0.823,0.0,-0.8126
837,0.077,0.848,0.075,-0.2654
838,0.231,0.769,0.0,-0.5994
839,0.168,0.735,0.097,-0.3736
840,0.185,0.648,0.167,-0.1531
841,0.103,0.897,0.0,-0.4588
842,0.118,0.829,0.053,-0.5093
843,0.192,0.585,0.223,0.2342
844,0.093,0.871,0.036,-0.4491
845,0.0,1.0,0.0,0.0
846,0.037,0.894,0.069,0.34
847,0.0,1.0,0.0,0.0
848,0.153,0.726,0.121,-0.4199
849,0.305,0.617,0.078,-0.8474
850,0.246,0.754,0.0,-0.8948
851,0.218,0.716,0.066,-0.7787
852,0.056,0.749,0.195,0.7579
853,0.304,0.696,0.0,-0.5423
854,0.176,0.775,0.049,-0.7386
855,0.307,0.693,0.0,-0.4767
856,0.2,0.668,0.132,-0.5788
857,0.19,0.783,0.027,-0.8255
858,0.134,0.681,0.185,0.1749
859,0.327,0.673,0.0,-0.9477
860,0.0,0.475,0.525,0.7592
861,0.116,0.85,0.035,-0.4767
862,0.08,0.863,0.056,-0.296
863,0.223,0.667,0.11,-0.6421
864,0.184,0.816,0.0,-0.7264
865,0.0,0.708,0.292,0.5096
866,0.064,0.726,0.21,0.8138
867,0.271,0.617,0.112,-0.7896
868,0.11,0.74,0.151,-0.128
869,0.0,0.787,0.213,0.9169
870,0.0,0.761,0.239,0.899
871,0.088,0.886,0.026,-0.4398
872,0.0,0.682,0.318,0.8807
873,0.138,0.738,0.123,-0.128
874,0.168,0.832,0.0,-0.7219
875,0.134,0.665,0.201,0.673
876,0.05,0.882,0.068,0.2018
877,0.181,0.819,0.0,-0.4767
878,0.086,0.914,0.0,-0.4767
879,0.0,0.852,0.148,0.743
880,0.0,0.709,0.291,0.8758
881,0.114,0.848,0.037,-0.5984
882,0.079,0.671,0.25,0.8271
883,0.358,0.642,0.0,-0.9052
884,0.277,0.665,0.058,-0.8225
885,0.0,0.545,0.455,0.3612
886,0.244,0.756,0.0,-0.7304
887,0.167,0.711,0.122,-0.281
888,0.157,0.745,0.098,-0.3612
889,0.0,0.706,0.294,0.8979
890,0.125,0.875,0.0,-0.6476
891,0.046,0.786,0.168,0.6808
892,0.0,1.0,0.0,0.0
893,0.0,1.0,0.0,0.0
894,0.0,0.957,0.043,0.2732
895,0.0,0.814,0.186,0.5719
896,0.303,0.606,0.091,-0.9226
897,0.025,0.744,0.231,0.9144
898,0.06,0.885,0.054,-0.0772
899,0.0,1.0,0.0,0.0
900,0.103,0.793,0.105,0.2732
901,0.068,0.719,0.212,0.802
902,0.185,0.739,0.077,-0.6249
903,0.0,0.571,0.429,0.9586
904,0.0,1.0,0.0,0.0
905,0.217,0.705,0.078,-0.6085
906,0.0,0.914,0.086,0.1531
907,0.484,0.516,0.0,-0.8834
908,0.253,0.747,0.0,-0.7269
909,0.073,0.68,0.247,0.7717
910,0.16,0.651,0.189,-0.0516
911,0.164,0.836,0.0,-0.6908
912,0.12,0.797,0.083,-0.0258
913,0.227,0.773,0.0,-0.802
914,0.339,0.661,0.0,-0.6258
915,0.107,0.747,0.147,0.128
916,0.145,0.701,0.155,0.1255
917,0.108,0.804,0.087,-0.1531
918,0.049,0.755,0.196,0.802
919,0.096,0.721,0.183,0.6688
920,0.05,0.67,0.28,0.9001
921,0.21,0.79,0.0,-0.7269
922,0.11,0.835,0.055,-0.4019
923,0.236,0.764,0.0,-0.8949
924,0.062,0.938,0.0,-0.2609
925,0.1,0.874,0.026,-0.5803
926,0.159,0.841,0.0,-0.5574
927,0.0,1.0,0.0,0.0
928,0.164,0.836,0.0,-0.5719
929,0.045,0.784,0.171,0.7269
930,0.47,0.357,0.173,-0.7184
931,0.705,0.295,0.0,-0.9874
932,0.096,0.685,0.219,0.6056
933,0.0,0.941,0.059,0.4404
934,0.14,0.642,0.218,0.3254
935,0.064,0.669,0.267,0.885
936,0.175,0.825,0.0,-0.6486
937,0.085,0.866,0.05,-0.4151
938,0.725,0.275,0.0,-0.836
939,0.035,0.542,0.423,0.9774
940,0.057,0.806,0.137,0.5053
941,0.041,0.764,0.194,0.7506
942,0.037,0.871,0.092,0.5067
943,0.0,1.0,0.0,0.0
944,0.319,0.633,0.048,-0.9336
945,0.187,0.683,0.13,-0.4939
946,0.151,0.803,0.046,-0.6499
947,0.0,0.659,0.341,0.4767
948,0.0,1.0,0.0,0.0
949,0.232,0.664,0.104,-0.4767
950,0.04,0.96,0.0,-0.1027
951,0.089,0.853,0.059,-0.3786
952,0.0,0.863,0.137,0.7015
953,0.161,0.839,0.0,-0.6369
954,0.083,0.608,0.309,0.802
955,0.0,1.0,0.0,0.0
956,0.0,0.884,0.116,0.4404
957,0.0,0.795,0.205,0.7543
958,0.0,0.874,0.126,0.3182
959,0.0,0.612,0.388,0.9583
960,0.151,0.738,0.111,-0.0516
961,0.129,0.789,0.082,-0.3164
962,0.0,0.625,0.375,0.8481
963,0.238,0.709,0.053,-0.8555
964,0.101,0.728,0.171,0.296
965,0.04,0.884,0.076,0.2023
966,0.049,0.523,0.428,0.9062
967,0.11,0.89,0.0,-0.6663
968,0.383,0.57,0.046,-0.9791
969,0.195,0.805,0.0,-0.5574
970,0.112,0.863,0.025,-0.6249
971,0.0,1.0,0.0,0.0
972,0.0,0.872,0.128,0.3612
973,0.0,0.766,0.234,0.8807
974,0.176,0.669,0.155,-0.1531
975,0.476,0.458,0.066,-0.9666
976,0.0,0.878,0.122,0.3612
977,0.039,0.889,0.072,0.0516
978,0.117,0.883,0.0,-0.7351
979,0.364,0.636,0.0,-0.9548
980,0.0,1.0,0.0,0.0
981,0.167,0.833,0.0,-0.765
982,0.094,0.671,0.235,0.8112
983,0.13,0.87,0.0,-0.4588
984,0.245,0.702,0.053,-0.8762
985,0.257,0.743,0.0,-0.5423
986,0.0,0.84,0.16,0.7269
987,0.0,0.928,0.072,0.4199
988,0.223,0.717,0.06,-0.8126
989,0.218,0.782,0.0,-0.8389
990,0.487,0.416,0.097,-0.9804
991,0.151,0.814,0.034,-0.7347
992,0.0,0.849,0.151,0.7081
993,0.0,0.382,0.618,0.8658
994,0.051,0.891,0.059,0.0772
995,0.0,0.916,0.084,0.4497
996,0.312,0.515,0.173,-0.7506
997,0.091,0.909,0.0,-0.3612
998,0.0,1.0,0.0,0.0
999,0.095,0.784,0.121,0.3818
1000,0.0,0.756,0.244,0.4404
1001,0.094,0.858,0.047,-0.2732
1002,0.0,0.444,0.556,0.3612
1003,0.16,0.6,0.24,0.296
1004,0.366,0.634,0.0,-0.8812
1005,0.039,0.961,0.0,-0.0572
1006,0.27,0.503,0.227,-0.4003
1007,0.0,0.705,0.295,0.8829
1008,0.0,0.424,0.576,0.8588
1009,0.0,0.652,0.348,0.2808
1010,0.073,0.786,0.141,0.4504
1011,0.0,0.385,0.615,0.7506
1012,0.317,0.683,0.0,-0.8519
1013,0.192,0.672,0.136,-0.6209
1014,0.095,0.772,0.133,0.4588
1015,0.0,0.681,0.319,0.9259
1016,0.0,1.0,0.0,0.0
1017,0.13,0.791,0.079,-0.2023
1018,0.232,0.735,0.033,-0.872
1019,0.0,1.0,0.0,0.0
1020,0.0,1.0,0.0,0.0
1021,0.0,0.786,0.214,0.4588
1022,0.0,0.5,0.5,0.4588
1023,0.25,0.75,0.0,-0.6114
1024,0.0,1.0,0.0,0.0
1025,0.0,0.859,0.141,0.5994
1026,0.0,1.0,0.0,0.0
1027,0.331,0.533,0.136,-0.5106
1028,0.0,1.0,0.0,0.0
1029,0.11,0.832,0.058,-0.2173
1030,0.068,0.741,0.191,0.6083
1031,0.191,0.783,0.026,-0.8765
1032,0.0,0.791,0.209,0.4404
1033,0.184,0.684,0.132,-0.25
1034,0.0,1.0,0.0,0.0
1035,0.149,0.851,0.0,-0.8096
1036,0.186,0.742,0.071,-0.7339
1037,0.132,0.868,0.0,-0.5859
1038,0.333,0.667,0.0,-0.6124
1039,0.038,0.906,0.057,0.1901
1040,0.0,1.0,0.0,0.0
1041,0.082,0.854,0.064,-0.1501
1042,0.195,0.672,0.132,-0.4894
1043,0.185,0.702,0.113,-0.5994
1044,0.0,0.676,0.324,0.8883
1045,0.174,0.615,0.211,0.3118
1046,0.0,0.836,0.164,0.6486
1047,0.0,0.572,0.428,0.6696
1048,0.0,1.0,0.0,0.0
1049,0.0,0.878,0.122,0.168
1050,0.0,0.435,0.565,0.0772
1051,0.217,0.783,0.0,-0.4168
1052,0.0,0.622,0.378,0.7845
1053,0.0,1.0,0.0,0.0
1054,0.0,0.762,0.238,0.6486
1055,0.0,0.761,0.239,0.6517
1056,0.0,0.868,0.132,0.3451
1057,0.0,1.0,0.0,0.0
1058,0.42,0.58,0.0,-0.4404
1059,0.0,0.843,0.157,0.0772
1060,0.0,1.0,0.0,0.0
1061,0.087,0.508,0.405,0.8236
1062,0.0,0.965,0.035,0.0387
1063,0.545,0.455,0.0,-0.5859
1064,0.062,0.937,0.0,-0.296
1065,0.0,1.0,0.0,0.0
1066,0.083,0.815,0.101,-0.0935
1067,0.121,0.826,0.053,-0.5639
1068,0.0,1.0,0.0,0.0
1069,0.124,0.6,0.276,0.5859
1070,0.129,0.784,0.088,-0.3182
1071,0.0,1.0,0.0,0.0
1072,0.072,0.811,0.117,0.128
1073,0.298,0.702,0.0,-0.5255
1074,0.0,1.0,0.0,0.0
1075,0.058,0.864,0.079,-0.0516
1076,0.104,0.805,0.091,-0.1027
1077,0.367,0.377,0.256,-0.3544
1078,0.0,1.0,0.0,0.0
1079,0.219,0.705,0.076,-0.7856
1080,0.073,0.731,0.196,0.4939
1081,0.0,1.0,0.0,0.0
1082,0.0,0.617,0.383,0.4767
1083,0.0,1.0,0.0,0.0
1084,0.073,0.62,0.307,0.7506
1085,0.084,0.916,0.0,-0.2755
1086,0.0,0.903,0.097,0.4019
1087,0.0,1.0,0.0,0.0
1088,0.228,0.695,0.077,-0.8186
1089,0.233,0.767,0.0,-0.836
1090,0.0,1.0,0.0,0.0
1091,0.072,0.857,0.071,-0.0094
1092,0.333,0.667,0.0,-0.9186
1093,0.158,0.319,0.523,0.7738
1094,0.0,1.0,0.0,0.0
1095,0.0,0.877,0.123,0.5411
1096,0.0,0.932,0.068,0.4404
1097,0.138,0.724,0.137,-0.0084
1098,0.0,1.0,0.0,0.0
1099,0.247,0.753,0.0,-0.5574
1100,0.263,0.694,0.043,-0.8256
1101,0.112,0.724,0.164,0.3384
1102,0.0,0.61,0.39,0.9642
1103,0.667,0.0,0.333,-0.4939
1104,0.196,0.753,0.051,-0.882
1105,0.0,1.0,0.0,0.0
1106,0.0,0.756,0.244,0.4404
1107,0.0,0.595,0.405,0.5267
1108,0.0,1.0,0.0,0.0
1109,0.394,0.535,0.071,-0.9642
1110,0.106,0.866,0.028,-0.6103
1111,0.0,1.0,0.0,0.0
1112,0.143,0.857,0.0,-0.6124
1113,0.0,0.825,0.175,0.3818
1114,0.383,0.617,0.0,-0.9726
1115,0.148,0.667,0.186,0.2023
1116,0.0,1.0,0.0,0.0
1117,0.145,0.855,0.0,-0.798
1118,0.11,0.604,0.286,0.4939
1119,0.094,0.849,0.057,-0.3254
1120,0.313,0.603,0.084,-0.7732
1121,0.0,1.0,0.0,0.0
1122,0.312,0.559,0.128,-0.836
1123,0.109,0.84,0.051,-0.6652
1124,0.083,0.731,0.186,0.6256
1125,0.08,0.653,0.267,0.8519
1126,0.279,0.631,0.09,-0.9186
1127,0.108,0.673,0.219,0.6997
1128,0.043,0.815,0.141,0.6249
1129,0.0,1.0,0.0,0.0
1130,0.0,0.861,0.139,0.7425
1131,0.0,1.0,0.0,0.0
1132,0.143,0.739,0.118,-0.1265
1133,0.228,0.683,0.09,-0.6652
1134,0.0,1.0,0.0,0.0
1135,0.0,0.889,0.111,0.6249
1136,0.105,0.735,0.16,0.1779
1137,0.124,0.681,0.196,0.2878
1138,0.0,0.933,0.067,0.4871
1139,0.288,0.54,0.172,-0.4031
1140,0.05,0.858,0.092,0.4391
1141,0.0,1.0,0.0,0.0
1142,0.0,1.0,0.0,0.0
1143,0.246,0.593,0.16,-0.4404
1144,0.0,0.933,0.067,0.0387
1145,0.312,0.537,0.151,-0.7895
1146,0.0,0.864,0.136,0.4767
1147,0.024,0.93,0.046,0.2681
1148,0.058,0.744,0.198,0.5267
1149,0.132,0.784,0.083,-0.25
1150,0.193,0.595,0.212,-0.0777
1151,0.0,0.838,0.162,0.4404
1152,0.0,0.763,0.237,0.4767
1153,0.128,0.711,0.161,0.3365
1154,0.099,0.901,0.0,-0.5267
1155,0.088,0.824,0.088,0.0
1156,0.0,0.847,0.153,0.4019
1157,0.073,0.806,0.121,0.2173
1158,0.0,1.0,0.0,0.0
1159,0.0,1.0,0.0,0.0
1160,0.048,0.732,0.22,0.8793
1161,0.0,0.804,0.196,0.8885
1162,0.0,0.868,0.132,0.4404
1163,0.0,1.0,0.0,0.0
1164,0.141,0.79,0.069,-0.4404
1165,0.0,0.707,0.293,0.875
1166,0.0,1.0,0.0,0.0
1167,0.466,0.534,0.0,-0.5411
1168,0.0,0.756,0.244,0.4404
1169,0.0,1.0,0.0,0.0
1170,0.198,0.546,0.256,0.25
1171,0.0,1.0,0.0,0.0
1172,0.0,1.0,0.0,0.0
1173,0.279,0.674,0.047,-0.9444
1174,0.0,1.0,0.0,0.0
1175,0.0,1.0,0.0,0.0
1176,0.0,1.0,0.0,0.0
1177,0.0,0.213,0.787,0.5709
1178,0.0,0.826,0.174,0.6908
1179,0.0,1.0,0.0,0.0
1180,0.399,0.488,0.113,-0.926
1181,0.126,0.874,0.0,-0.6369
1182,0.099,0.901,0.0,-0.296
1183,0.099,0.778,0.123,0.3286
1184,0.195,0.632,0.174,-0.1027
1185,0.206,0.735,0.059,-0.8402
1186,0.0,0.795,0.205,0.6369
1187,0.0,0.721,0.279,0.836
1188,0.075,0.925,0.0,-0.3919
1189,0.39,0.61,0.0,-0.9403
1190,0.238,0.735,0.027,-0.9378
1191,0.0,0.911,0.089,0.4404
1192,0.206,0.382,0.412,0.4019
1193,0.0,1.0,0.0,0.0
1194,0.067,0.807,0.126,0.3182
1195,0.029,0.809,0.162,0.7634
1196,0.195,0.29,0.515,0.765
1197,0.236,0.661,0.103,-0.7414
1198,0.195,0.177,0.628,0.7096
1199,0.068,0.832,0.1,0.3939
1200,0.207,0.692,0.1,-0.5265
1201,0.0,0.797,0.203,0.4215
1202,0.0,1.0,0.0,0.0
1203,0.398,0.602,0.0,-0.6486
1204,0.189,0.766,0.044,-0.8016
1205,0.255,0.487,0.257,0.0258
1206,0.0,0.891,0.109,0.4019
1207,0.0,1.0,0.0,0.0
1208,0.15,0.774,0.076,-0.4871
1209,0.0,1.0,0.0,0.0
1210,0.0,0.81,0.19,0.6114
1211,0.263,0.599,0.138,-0.4767
1212,0.171,0.741,0.088,-0.4215
1213,0.318,0.664,0.019,-0.9615
1214,0.205,0.795,0.0,-0.4767
1215,0.113,0.887,0.0,-0.6114
1216,0.0,1.0,0.0,0.0
1217,0.226,0.619,0.155,-0.6414
1218,0.204,0.796,0.0,-0.3182
1219,0.0,1.0,0.0,0.0
1220,0.0,0.739,0.261,0.7184
1221,0.027,0.973,0.0,-0.0772
1222,0.134,0.866,0.0,-0.5848
1223,0.0,1.0,0.0,0.0
1224,0.061,0.835,0.104,0.1764
1225,0.0,0.686,0.314,0.5673
1226,0.0,1.0,0.0,0.0
1227,0.112,0.71,0.177,0.3903
1228,0.0,0.859,0.141,0.3182
1229,0.146,0.854,0.0,-0.4404
1230,0.0,0.957,0.043,0.2755
1231,0.0,1.0,0.0,0.0
1232,0.199,0.68,0.121,-0.3818
1233,0.063,0.854,0.083,-0.0258
1234,0.0,1.0,0.0,0.0
1235,0.0,0.703,0.297,0.5859
1236,0.06,0.821,0.119,0.4342
1237,0.163,0.837,0.0,-0.72
1238,0.302,0.698,0.0,-0.7579
1239,0.0,1.0,0.0,0.0
1240,0.196,0.503,0.302,0.2263
1241,0.0,1.0,0.0,0.0
1242,0.0,0.852,0.148,0.8151
1243,0.0,0.805,0.195,0.8016
1244,0.086,0.857,0.058,-0.2516
1245,0.0,1.0,0.0,0.0
1246,0.0,1.0,0.0,0.0
1247,0.0,1.0,0.0,0.0
1248,0.079,0.757,0.164,0.6167
1249,0.0,1.0,0.0,0.0
1250,0.0,1.0,0.0,0.0
1251,0.167,0.806,0.027,-0.8316
1252,0.15,0.716,0.134,-0.2373
1253,0.0,1.0,0.0,0.0
1254,0.0,1.0,0.0,0.0
1255,0.0,0.89,0.11,0.3818
1256,0.0,0.88,0.12,0.4071
1257,0.175,0.762,0.063,-0.7213
1258,0.0,0.965,0.035,0.0772
1259,0.0,0.925,0.075,0.5255
1260,0.325,0.675,0.0,-0.9508
1261,0.0,1.0,0.0,0.0
1262,0.0,1.0,0.0,0.0
1263,0.204,0.741,0.055,-0.8708
1264,0.166,0.684,0.15,-0.1663
1265,0.064,0.724,0.212,0.7998
1266,0.0,1.0,0.0,0.0
1267,0.076,0.66,0.264,0.8271
1268,0.343,0.556,0.102,-0.7351
1269,0.114,0.733,0.153,0.3147
1270,0.356,0.546,0.097,-0.9169
1271,0.097,0.748,0.155,0.4939
1272,0.0,1.0,0.0,0.0
1273,0.0,0.441,0.559,0.7456
1274,0.517,0.483,0.0,-0.8176
1275,0.077,0.733,0.19,0.5273
1276,0.0,0.581,0.419,0.7351
1277,0.311,0.689,0.0,-0.4023
1278,0.027,0.919,0.054,0.2881
1279,0.166,0.834,0.0,-0.1511
1280,0.0,0.8,0.2,0.3612
1281,0.188,0.812,0.0,-0.7823
1282,0.14,0.762,0.098,-0.3356
1283,0.0,0.833,0.167,0.2023
1284,0.0,1.0,0.0,0.0
1285,0.043,0.704,0.253,0.9403
1286,0.0,1.0,0.0,0.0
1287,0.139,0.721,0.141,0.0258
1288,0.0,1.0,0.0,0.0
1289,0.0,0.734,0.266,0.4404
1290,0.459,0.541,0.0,-0.1779
1291,0.0,0.848,0.152,0.7249
1292,0.0,1.0,0.0,0.0
1293,0.0,0.773,0.227,0.8176
1294,0.068,0.836,0.097,0.2732
1295,0.0,0.517,0.483,0.4215
1296,0.184,0.816,0.0,-0.5903
1297,0.385,0.615,0.0,-0.7845
1298,0.082,0.818,0.1,0.128
1299,0.073,0.796,0.131,0.3612
1300,0.0,1.0,0.0,0.0
1301,0.13,0.729,0.142,0.0772
1302,0.0,1.0,0.0,0.0
1303,0.24,0.505,0.256,0.128
1304,0.152,0.552,0.297,0.4767
1305,0.035,0.709,0.256,0.8692
1306,0.0,0.286,0.714,0.3612
1307,0.242,0.758,0.0,-0.1531
1308,0.151,0.849,0.0,-0.7698
1309,0.35,0.437,0.213,-0.3612
1310,0.1,0.633,0.267,0.5719
1311,0.127,0.828,0.045,-0.6956
1312,0.0,0.746,0.254,0.7579
1313,0.112,0.888,0.0,-0.2244
1314,0.0,1.0,0.0,0.0
1315,0.119,0.881,0.0,-0.765
1316,0.203,0.726,0.072,-0.7579
1317,0.0,0.908,0.092,0.5023
1318,0.186,0.814,0.0,-0.4939
1319,0.059,0.941,0.0,-0.296
1320,0.295,0.599,0.106,-0.5904
1321,0.082,0.871,0.047,-0.3182
1322,0.0,1.0,0.0,0.0
1323,0.0,0.614,0.386,0.5267
1324,0.63,0.37,0.0,-0.5267
1325,0.0,1.0,0.0,0.0
1326,0.178,0.734,0.089,-0.3182
1327,0.318,0.353,0.329,0.024
1328,0.288,0.712,0.0,-0.8062
1329,0.072,0.693,0.235,0.8836
1330,0.0,0.879,0.121,0.5106
1331,0.0,0.794,0.206,0.7901
1332,0.139,0.861,0.0,-0.6115
1333,0.419,0.581,0.0,-0.7579
1334,0.0,1.0,0.0,0.0
1335,0.08,0.854,0.066,-0.128
1336,0.134,0.721,0.146,0.1779
1337,0.146,0.786,0.067,-0.7099
1338,0.037,0.883,0.08,0.4657
1339,0.333,0.667,0.0,-0.3612
1340,0.0,0.777,0.223,0.7644
1341,0.111,0.775,0.114,0.0258
1342,0.293,0.673,0.034,-0.9448
1343,0.0,1.0,0.0,0.0
1344,0.0,1.0,0.0,0.0
1345,0.168,0.769,0.062,-0.4939
1346,0.0,1.0,0.0,0.0
1347,0.083,0.917,0.0,-0.2911
1348,0.101,0.778,0.12,0.126
1349,0.0,1.0,0.0,0.0
1350,0.079,0.885,0.036,-0.1154
1351,0.0,0.812,0.188,0.5563
1352,0.356,0.568,0.076,-0.8974
1353,0.204,0.634,0.162,-0.1531
1354,0.078,0.869,0.053,-0.0999
1355,0.0,1.0,0.0,0.0
1356,0.04,0.884,0.075,0.09
1357,0.0,1.0,0.0,0.0
1358,0.13,0.755,0.115,-0.1779
1359,0.0,0.864,0.136,0.5267
1360,0.054,0.946,0.0,-0.3736
1361,0.109,0.823,0.069,-0.0544
1362,0.066,0.796,0.138,0.3883
1363,0.228,0.534,0.238,-0.1531
1364,0.0,0.855,0.145,0.7096
1365,0.032,0.685,0.283,0.8602
1366,0.0,1.0,0.0,0.0
1367,0.0,0.721,0.279,0.836
1368,0.0,0.783,0.217,0.6124
1369,0.0,0.932,0.068,0.2263
1370,0.0,0.543,0.457,0.6369
1371,0.0,1.0,0.0,0.0
1372,0.0,1.0,0.0,0.0
1373,0.0,0.9,0.1,0.2732
1374,0.309,0.585,0.105,-0.7374
1375,0.208,0.792,0.0,-0.8126
1376,0.0,1.0,0.0,0.0
1377,0.0,0.737,0.263,0.431
1378,0.0,0.714,0.286,0.25
1379,0.213,0.738,0.049,-0.8588
1380,0.222,0.66,0.118,-0.296
1381,0.308,0.692,0.0,-0.7539
1382,0.221,0.779,0.0,-0.8689
1383,0.0,1.0,0.0,0.0
1384,0.135,0.865,0.0,-0.4215
1385,0.047,0.884,0.069,0.1901
1386,0.0,1.0,0.0,0.0
1387,0.137,0.755,0.107,-0.128
1388,0.213,0.787,0.0,-0.4199
1389,0.344,0.656,0.0,-0.5678
1390,0.0,1.0,0.0,0.0
1391,0.0,0.887,0.113,0.4215
1392,0.0,1.0,0.0,0.0
1393,0.0,1.0,0.0,0.0
1394,0.187,0.741,0.071,-0.5216
1395,0.0,1.0,0.0,0.0
1396,0.0,0.915,0.085,0.3612
1397,0.0,0.822,0.178,0.7717
1398,0.031,0.969,0.0,-0.0572
1399,0.0,0.862,0.138,0.6979
1400,0.0,0.781,0.219,0.6369
1401,0.407,0.455,0.138,-0.9652
1402,0.0,1.0,0.0,0.0
1403,0.0,0.784,0.216,0.5106
1404,0.083,0.848,0.068,-0.1179
1405,0.104,0.896,0.0,-0.3818
1406,0.0,0.519,0.481,0.6833
1407,0.288,0.617,0.095,-0.6908
1408,0.083,0.862,0.055,-0.0464
1409,0.133,0.806,0.061,-0.5093
1410,0.146,0.815,0.039,-0.7184
1411,0.0,0.75,0.25,0.8645
1412,0.349,0.566,0.085,-0.8555
1413,0.084,0.678,0.238,0.853
1414,0.0,1.0,0.0,0.0
1415,0.197,0.628,0.176,-0.3041
1416,0.166,0.745,0.088,-0.7579
1417,0.0,1.0,0.0,0.0
1418,0.19,0.734,0.075,-0.7964
1419,0.0,1.0,0.0,0.0
1420,0.23,0.544,0.225,-0.0387
1421,0.057,0.685,0.258,0.8427
1422,0.099,0.738,0.163,0.3922
1423,0.0,0.429,0.571,0.4574
